Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
serine/threonine protein kinase complex (GO:1902554)	1/37	0.32985747217299294	0.427457752691895	0	0	2.563473520249221	2.8431346906525783	CDK6
endocytic vesicle (GO:0030139)	3/189	0.33198495513634485	0.427457752691895	0	0	1.4910986001217286	1.64418317274276	CAMK2B;CLTC;UBA52
intrinsic component of endoplasmic reticulum membrane (GO:0031227)	2/121	0.37432941112794665	0.4778031901399189	0	0	1.5517418234899594	1.5247711397669717	DNAJB2;RTN4
nuclear membrane (GO:0031965)	3/204	0.3759365201608499	0.4778031901399189	0	0	1.378766544635314	1.3488955387742911	DNAJB2;EMD;GAPDH
phagocytic vesicle membrane (GO:0030670)	1/45	0.3854756372944551	0.4784047045326935	0	0	2.0965378079864063	1.9985818708715468	ATP6V0A1
vacuolar membrane (GO:0005774)	1/45	0.3854756372944551	0.4784047045326935	0	0	2.0965378079864063	1.9985818708715468	ATP6V0A1
collagen-containing extracellular matrix (GO:0062023)	5/380	0.38798584150573107	0.4784047045326935	0	0	1.2323809523809524	1.1668015635239388	CSTB;HDGF;FBLN1;NCAM1;L1CAM
cytoplasmic vesicle membrane (GO:0030659)	5/380	0.38798584150573107	0.4784047045326935	0	0	1.2323809523809524	1.1668015635239388	CAMK2B;UBA52;VAMP2;ATP6V0A1;RHOB
mitochondrial membrane (GO:0031966)	6/469	0.3914586526437203	0.4784047045326935	0	0	1.198053055277109	1.1236244666207862	DNM3;KRAS;PHB;SLC25A5;UBA52;DNM1
anchored component of plasma membrane (GO:0046658)	1/46	0.39209665951706524	0.4784047045326935	0	0	2.0498442367601246	1.919160289984461	GPHN
mitochondrial outer membrane (GO:0005741)	2/126	0.3934089448441439	0.4784047045326935	0	0	1.48879297289111	1.3889033552625902	KRAS;UBA52
Golgi-associated vesicle (GO:0005798)	1/47	0.3986466734241839	0.4817999672672652	0	0	2.005180820804551	1.8441242655039944	MAP6
endoplasmic reticulum-Golgi intermediate compartment membrane (GO:0033116)	1/49	0.411536700451846	0.49434591456715643	0	0	1.9214369158878504	1.7059613615486515	YKT6
lytic vacuole (GO:0000323)	3/219	0.41929552217150046	0.500613441622943	0	0	1.2820361635220126	1.1143193005150664	CLTC;PIP4K2A;MYO5A
sperm flagellum (GO:0036126)	1/52	0.430357869259717	0.5107259050853268	0	0	1.8081363386476086	1.5245087498158911	ATP1B1
condensed chromosome (GO:0000793)	1/54	0.4425712082544041	0.5220750181204648	0	0	1.739728442955387	1.4181464336919405	HMGB2
9+2 motile cilium (GO:0097729)	1/57	0.46040420074632216	0.5366841866687897	0	0	1.6462783711615487	1.276936605599493	ATP1B1
cis-Golgi network (GO:0005801)	1/57	0.46040420074632216	0.5366841866687897	0	0	1.6462783711615487	1.276936605599493	MAP6
azurophil granule membrane (GO:0035577)	1/58	0.46622142223644886	0.5371088899449148	0	0	1.6173143138219381	1.2341638237357344	CKAP4
mitochondrial intermembrane space (GO:0005758)	1/58	0.46622142223644886	0.5371088899449148	0	0	1.6173143138219381	1.2341638237357344	DIABLO
transport vesicle membrane (GO:0030658)	1/60	0.4776692560003155	0.5470979269305939	0	0	1.5623316964992873	1.1543080246946258	VAMP2
ribosome (GO:0005840)	1/62	0.48887268746088325	0.556693175894763	0	0	1.5109544967059905	1.0813193847303337	RPS10
endoplasmic reticulum membrane (GO:0005789)	8/712	0.5000009460273407	0.5660930250999202	0	0	1.047485726833553	0.726059796333064	DNAJB2;CDC42;ERP44;NDRG4;KRAS;UBA52;PLD3;RTN4
late endosome membrane (GO:0031902)	1/68	0.5210679595951159	0.5832408411377149	0	0	1.3752266703863858	0.8964756176629279	PLD3
motile cilium (GO:0031514)	1/68	0.5210679595951159	0.5832408411377149	0	0	1.3752266703863858	0.8964756176629279	CAMSAP3
early endosome (GO:0005769)	3/266	0.547033865148751	0.6088456013237511	0	0	1.0503981634263577	0.6336469860973758	MYO5A;PHB;PLD3
P-body (GO:0000932)	1/80	0.57952725057362	0.6413869009157479	0	0	1.165621672778895	0.6358962698506024	PSMC2
plasma membrane raft (GO:0044853)	1/82	0.5885549370651005	0.647739232412429	0	0	1.1367255105572862	0.6025611486703664	PRKAR1A
endoplasmic reticulum lumen (GO:0005788)	3/285	0.593865264436849	0.6499525394114403	0	0	0.9786732236049779	0.5099893697266903	ERP44;VGF;CKAP4
intermediate filament cytoskeleton (GO:0045111)	1/84	0.5973896776194018	0.6501976049227743	0	0	1.1092219344668393	0.5714552257340338	HSDL1
late endosome (GO:0005770)	2/189	0.6053018131460244	0.6523989546161889	0	0	0.9840576435439733	0.4940245700262737	MYO5A;PLD3
lysosomal lumen (GO:0043202)	1/86	0.6060355771307744	0.6523989546161889	0	0	1.0830126443100605	0.542390695659147	PLD3
platelet alpha granule (GO:0031091)	1/90	0.6227768400284975	0.6667773776392066	0	0	1.034127900871574	0.48972887510455126	STXBP1
cell projection membrane (GO:0031253)	1/92	0.6308799858079964	0.67180193083338	0	0	1.0112971141008524	0.46584352982310506	GAP43
early endosome membrane (GO:0031901)	1/97	0.6503878294810889	0.68885162584825	0	0	0.9583820093457944	0.4122829383236027	PLD3
phagocytic vesicle (GO:0045335)	1/100	0.6615963365459056	0.6969758197836545	0	0	0.9291985273293685	0.3838516073758758	ATP6V0A1
integral component of organelle membrane (GO:0031301)	2/214	0.6724852307169435	0.7046786726129675	0	0	0.8669058375409691	0.34396667596025676	PTPRS;RTN4
organelle inner membrane (GO:0019866)	3/346	0.7219164228087653	0.7522589455429873	0	0	0.8021068265581165	0.2613632245437117	PHB;SLC25A5;EMD
mitochondrial matrix (GO:0005759)	3/348	0.7255289322495818	0.7522589455429873	0	0	0.7973748974569319	0.25584118721030025	ALDH5A1;ACO2;HSPE1
integral component of endoplasmic reticulum membrane (GO:0030176)	1/142	0.7856670115763068	0.8103476506834159	0	0	0.6510240604493935	0.15704147285347114	RTN4
nucleolus (GO:0005730)	6/733	0.8041081912880607	0.8250485087695206	0	0	0.7525716880672357	0.16407677260128387	CSTB;PPP1CC;PARP1;HMGB2;EDF1;RPS10
nuclear lumen (GO:0031981)	6/745	0.8162272284295584	0.8331438549255079	0	0	0.7398851415659335	0.15024292402131942	CSTB;PPP1CC;PARP1;HMGB2;EDF1;RPS10
chromosome (GO:0005694)	1/160	0.8238207882376138	0.8365602849629378	0	0	0.5767942161876213	0.11178402422670414	HMGB2
integral component of plasma membrane (GO:0005887)	12/1454	0.8645474255647972	0.873414578647513	0	0	0.7519523376809713	0.10944599833232914	PTPRS;PTPRZ1;DIABLO;SIRPA;PLXNA1;ATP1A3;PHB;ATP1B1;SLC25A5;YKT6;VAMP2;PLXNA4
mitochondrial inner membrane (GO:0005743)	2/328	0.8703907565198655	0.8748315256857832	0	0	0.5604712117284484	0.0778007030610123	PHB;SLC25A5
cilium (GO:0005929)	1/237	0.9239861039970473	0.9239861039970473	0	0	0.3870782512276255	0.030601727768514567	CAMSAP3
