Unconventional myosin-Ic,MYO1C,19.70545,20.38669,19.32181,18.88333,18.10107,19.70344,19.07125,19.0624,19.16827
Atlastin-3,ATL3,22.76523,18.75506,22.10735,21.86136,18.06726,22.29058,19.35115,22.19889,21.82532
Vesicle transport protein GOT1B,GOLT1B,19.07263,19.04468,19.87284,18.84895,18.07979,20.85087,20.04807,19.72019,17.99871
,TPM1,17.95756,17.92241,19.00731,18.0547,19.25239,18.83239,18.26655,19.33973,21.83183
Tenascin,TNC,18.1582,18.12434,19.46471,18.41674,18.78642,19.29271,18.4617,18.26508,20.82966
Mevalonate kinase,MVK,20.61304,20.59502,18.98847,20.6467,18.41829,19.77807,20.29322,18.45844,19.47156
N-acetylglucosamine-6-sulfatase,GNS,23.0063,21.94664,21.81315,24.28214,24.66036,24.33142,26.10747,25.35736,26.33294
"2,5-phosphodiesterase 12",PDE12,21.46867,21.2394,21.71704,18.52131,19.32599,18.81343,20.84946,20.8243,21.01293
Glyoxalase domain-containing protein 4,GLOD4,23.43262,23.37663,23.78905,24.46145,24.76527,24.32862,24.43256,23.82406,24.78511
Ran-specific GTPase-activating protein,RANBP1,26.67506,26.70965,26.08827,26.68619,27.30513,26.19697,25.66129,26.01665,26.57687
Neuronal growth regulator 1,NEGR1,19.09404,19.06622,18.1808,20.04959,17.75523,18.0006,21.85399,19.36036,18.44038
CAD protein;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase;Dihydroorotase,CAD,26.58821,26.43168,27.12258,23.0013,21.11756,21.30145,19.43718,21.02844,18.92445
LIM domain and actin-binding protein 1,LIMA1,20.90984,21.05947,20.58628,21.60309,23.35313,21.13019,19.37197,20.12464,21.51994
Methyltransferase-like protein 7A,METTL7A,19.88706,19.86436,20.72966,19.47027,17.9396,17.49477,20.14332,18.65905,19.24071
Methionine aminopeptidase 2,METAP2,18.36635,21.98704,17.67817,18.48437,20.26437,19.32092,18.66417,20.96535,19.97478
"UPF0160 protein MYG1, mitochondrial",C12orf10,22.43847,23.6753,25.00226,23.89532,22.23987,23.77243,23.96921,22.97437,22.45033
Neurotrimin,NTM,20.75938,18.33384,19.49274,19.59991,18.74413,19.12325,20.99181,20.87403,19.06282
Charged multivesicular body protein 1a,CHMP1A,21.25026,20.74231,21.38174,20.77668,21.96367,20.97393,22.396,21.71624,22.71444
Coatomer subunit zeta-1,COPZ1,23.59138,23.71125,24.6513,23.99438,22.36938,24.1432,23.05446,23.38377,22.242
Density-regulated protein,DENR,18.95621,18.9275,19.29633,19.48157,19.10907,19.81806,19.23791,21.99217,22.40179
"Phosphate carrier protein, mitochondrial",SLC25A3,26.06429,26.12757,26.68646,25.42979,22.90178,26.42324,27.09909,26.82311,24.95784
Cysteine and glycine-rich protein 2,CSRP2,25.00868,24.61397,23.49595,25.87314,25.28454,24.08982,20.66648,22.3905,20.40437
Sodium-coupled neutral amino acid transporter 1,SLC38A1,17.29222,19.97197,19.98672,19.45254,18.04944,18.13088,20.85316,19.57692,19.81184
SWI/SNF complex subunit SMARCC2,SMARCC2,17.30337,17.25278,18.31026,23.31659,23.80203,22.04886,23.47085,22.59814,23.32292
Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit,PPP1CC,22.9889,22.99724,23.63334,22.09084,20.09732,21.9436,21.60413,22.48513,21.38358
Aladin,AAAS,22.345,21.94888,22.07385,21.67569,20.18394,22.0763,21.512,21.59978,19.97967
SAP domain-containing ribonucleoprotein,SARNP,25.19295,25.16265,24.09217,25.25368,26.20585,24.88204,25.13594,24.26299,25.59449
,,24.15321,24.56075,24.23484,24.62489,24.5415,23.86599,23.98129,23.77525,24.96093
Chromatin complexes subunit BAP18,C17orf49;BAP18,21.01774,19.95872,18.32206,18.77514,19.40728,19.05653,21.06802,19.22753,21.68299
"Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial;Adenylate kinase 2, mitochondrial, N-terminally processed",AK2,23.26899,22.84403,23.65338,23.94235,22.78405,22.9592,22.41452,17.62385,22.81124
Myosin light chain 6B,MYL6B,19.98871,19.60076,19.61729,19.17564,21.77523,20.98995,19.94364,17.6346,18.97737
Myosin light polypeptide 6,MYL6,27.37352,27.23717,26.90334,27.85174,28.06646,27.64691,26.0034,26.39123,26.98533
Nuclear receptor-binding protein,NRBP1,21.02371,21.88603,21.56723,21.34435,22.0549,22.75256,22.8131,21.23017,23.03584
"Heterogeneous nuclear ribonucleoprotein A1;Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed;Heterogeneous nuclear ribonucleoprotein A1-like 2",HNRNPA1;HNRNPA1L2,29.76327,29.65233,29.37805,29.87596,30.64787,29.58323,29.43583,29.75419,30.12472
Echinoderm microtubule-associated protein-like 1,EML1,19.54476,17.26401,20.96369,19.00281,19.97276,18.14277,17.61938,19.79475,23.1636
Ubiquitin-associated protein 2-like,UBAP2L,24.74422,24.54085,22.91105,24.54646,25.24005,24.5668,24.69088,23.95518,25.02064
Double-strand break repair protein MRE11A,MRE11A,21.31777,21.45126,18.32812,19.30834,18.30295,21.18586,17.63024,20.18785,17.6198
Nucleolysin TIA-1 isoform p40,TIA1,24.26249,24.16745,24.05532,24.30543,24.43778,24.29719,23.08832,23.8589,23.59195
Insulin-like growth factor 2 mRNA-binding protein 2,IGF2BP2,24.51467,24.58239,24.16131,25.95465,26.47775,25.39352,24.21238,24.94664,24.82886
Argininosuccinate lyase,ASL,20.11273,19.51985,20.90397,18.19109,18.33383,19.44626,22.20216,23.40549,20.05815
Dystonin,DST,17.80409,17.76795,18.97422,18.15858,19.66044,20.80126,20.57598,18.11717,20.08706
CLIP-associating protein 1,CLASP1,21.38927,20.58288,21.44213,22.67163,17.70012,23.01895,19.81038,20.824,19.35621
Vesicle-associated membrane protein 2;Vesicle-associated membrane protein 3,VAMP2;VAMP3,21.4094,21.2454,18.15456,18.17062,19.89485,22.84366,26.10438,24.37099,24.31638
Actin-related protein 2/3 complex subunit 4,ARPC4-TTLL3;ARPC4,24.13712,24.13171,25.00911,24.25717,23.37875,24.67179,25.48551,24.9653,24.80104
Disks large-associated protein 4,DLGAP4,20.00237,20.07477,18.51268,19.29789,17.66573,18.14886,18.11727,20.55459,21.417
Cleavage and polyadenylation specificity factor subunit 6,CPSF6,25.8087,25.53896,25.21427,25.08501,26.35587,25.55462,25.6384,24.68843,25.57571
"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial",NDUFV1,20.80404,21.3229,20.01985,21.11483,20.89955,20.05762,22.30791,20.70041,20.17097
V-type proton ATPase subunit H,ATP6V1H,20.09612,21.40593,21.93215,18.84994,20.54644,21.16864,24.3345,23.91862,21.31102
Deoxyribose-phosphate aldolase,DERA,18.5932,18.56216,21.63112,18.49605,19.97118,18.79909,20.34667,20.32612,20.6575
Nuclear pore complex protein Nup160,NUP160,22.25525,22.45906,22.74647,22.16229,18.69899,22.01519,23.75144,22.24377,19.46733
"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",COQ6,21.21886,18.60556,19.97771,19.36865,19.25845,17.9742,23.06163,20.62925,20.00908
V-type proton ATPase subunit D,ATP6V1D,21.64112,21.86037,19.96621,17.85861,18.89917,21.53488,23.80804,22.9003,24.14733
"ATP synthase subunit f, mitochondrial",ATP5J2-PTCD1;ATP5J2,23.42368,23.2863,23.50057,21.7416,20.01958,23.99118,24.96996,24.92366,21.42445
SNW domain-containing protein 1,SNW1,21.74583,21.20538,20.85628,21.63498,22.65406,20.6584,19.8777,18.87768,20.15301
Signal recognition particle 54 kDa protein,SRP54,17.0386,20.79503,20.71851,18.03586,22.39307,18.3346,18.88482,17.37943,20.88864
Glia maturation factor beta,GMFB,23.96279,24.14079,24.22531,24.60173,24.59218,23.66047,24.01589,23.85453,24.50839
Vertnin,VRTN,20.9999,21.78792,21.42024,20.27075,18.91302,20.55451,17.3727,18.67846,21.16186
Serine/threonine-protein phosphatase 4 regulatory subunit 3A,SMEK1,19.80305,19.82952,18.61612,18.57315,18.98793,18.15348,19.02875,19.43661,19.99533
Proteasome subunit alpha type;Proteasome subunit alpha type-6,PSMA6,26.16214,26.19434,26.53312,25.82912,25.51388,25.62042,25.88346,25.44985,26.03685
Zinc finger protein 512,ZNF512,18.38649,16.99753,20.12786,18.80929,19.12586,22.17825,24.49344,24.42066,23.29011
Laminin subunit beta-1,LAMB1,17.68859,17.18582,20.3285,19.16012,18.87229,15.44663,27.37468,29.07406,28.3598
SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1,SMARCB1,21.9388,22.37682,21.73798,22.49782,21.90213,22.10524,21.67198,21.68427,21.2201
Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase 11,USP11,20.2331,18.35411,19.55481,21.5757,19.30616,21.96906,21.63927,21.87613,21.1084
Serine/threonine-protein kinase DCLK2,DCLK2,19.95467,20.21263,18.57958,18.14145,18.86779,19.09602,18.68376,20.45813,18.77477
Profilin;Profilin-2,PFN2,24.21852,22.18465,23.5093,24.38798,25.31368,25.5013,25.28178,25.60549,25.98672
Cleft lip and palate transmembrane protein 1-like protein,CLPTM1L,19.26353,18.48593,19.68304,20.11016,18.83495,20.05311,21.00463,20.54736,19.2712
LIM and calponin homology domains-containing protein 1,LIMCH1,22.56572,22.33181,19.56598,20.19343,18.30664,18.4387,20.4799,20.1898,18.77894
CUGBP Elav-like family member 1,CELF1,23.95695,23.91934,24.07071,23.42278,23.63045,24.0344,23.97727,23.9428,23.7494
Protein transport protein Sec24C,SEC24C,20.79614,21.63582,22.85575,21.3722,19.105,21.73542,21.51869,18.48542,18.32141
Tropomodulin-2,TMOD2,18.18619,19.93241,19.53727,19.4468,18.886,19.96009,21.58389,20.07953,20.69353
SLIT-ROBO Rho GTPase-activating protein 1;SLIT-ROBO Rho GTPase-activating protein 2B;SLIT-ROBO Rho GTPase-activating protein 2C;SLIT-ROBO Rho GTPase-activating protein 2,SRGAP1;SRGAP2;SRGAP2B;SRGAP2C,17.69163,18.15252,18.86721,21.8196,22.32314,22.32586,21.03329,21.50494,21.70003
"Heterogeneous nuclear ribonucleoprotein H;Heterogeneous nuclear ribonucleoprotein H, N-terminally processed",HNRNPH1,28.43806,28.56696,28.01233,28.47993,29.11374,28.43623,28.17812,28.69269,28.75235
Dynamin-1-like protein,DNM1L,23.87774,23.55298,24.82425,23.44266,24.20531,24.23286,24.84981,24.62444,24.12234
"Cytochrome c oxidase subunit 7A2, mitochondrial",COX7A2,22.99773,22.74554,24.89555,23.62689,17.81347,22.99079,22.97816,22.55373,23.68153
CD44 antigen,CD44,15.92203,17.36333,17.47287,15.26173,16.48996,15.86082,14.37551,16.92822,17.18724
Dolichol-phosphate mannosyltransferase subunit 1,DPM1,20.78045,21.04166,20.88911,19.99042,20.47134,19.38338,21.88036,22.41558,20.96501
,MCF2L,19.82706,19.37498,17.2307,24.77646,25.5602,23.84355,20.20909,18.00879,19.11689
Inosine-5-monophosphate dehydrogenase 2,IMPDH2,26.45707,26.34846,26.76269,25.49644,25.33845,25.69065,24.26005,24.79892,24.58875
Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,21.08907,21.248,19.4244,18.38516,22.55817,18.40192,18.48893,18.82592,19.68518
Translation initiation factor eIF-2B subunit gamma,EIF2B3,20.86446,20.57321,22.05732,18.41485,20.2369,20.74985,20.64834,19.15746,18.79253
Nicastrin,NCSTN,21.66969,21.92622,22.60157,22.25673,22.39582,22.56626,23.796,23.46886,21.69846
Calmodulin,CALM2;CALM1;CALM3,28.68762,28.81577,28.4071,29.58681,30.0633,28.75688,29.94321,29.23692,30.30976
Adenosylhomocysteinase;Putative adenosylhomocysteinase 3;Putative adenosylhomocysteinase 2,AHCYL2;AHCYL1,21.82104,19.65346,23.22042,22.61263,19.26785,22.56714,21.68765,22.1845,19.26427
U3 small nucleolar RNA-associated protein 15 homolog,UTP15,21.31357,20.86242,19.26336,19.69017,19.03346,19.51243,18.00789,18.60883,18.7731
Translation machinery-associated protein 16,TMA16,21.56774,21.96955,19.0924,21.76478,22.66674,22.29278,18.83258,20.98426,17.94011
Zinc finger C2HC domain-containing protein 1A,ZC2HC1A,18.5395,17.65477,19.39463,20.51595,19.16098,19.39463,21.55824,20.22541,21.10181
ER membrane protein complex subunit 2,EMC2,21.51239,21.44096,21.57815,18.33573,17.01308,20.50096,21.244,21.28025,18.40649
Ribonucleoside-diphosphate reductase subunit M2 B,RRM2B,21.31274,21.0416,22.06164,23.31396,21.6677,23.94708,20.00127,20.50349,17.42174
Epithelial splicing regulatory protein 1,ESRP1,18.88351,18.5081,19.89116,17.80563,19.54431,19.36573,19.16719,19.25034,19.29318
Double-stranded RNA-specific adenosine deaminase,ADAR,23.71335,23.47098,22.78642,22.86145,23.06266,23.22193,22.10719,23.58761,22.64632
Serine/threonine-protein kinase PRP4 homolog,PRPF4B,18.31425,18.85434,18.28947,19.91552,18.58382,18.69139,18.61349,19.96042,19.0906
Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 5,PPP5C,22.57457,22.88196,22.83185,22.72974,22.84105,22.44478,22.74554,22.33979,22.31349
Parkinson disease 7 domain-containing protein 1,PDDC1,18.97988,18.2814,18.25731,17.77257,18.26898,19.09008,19.26093,21.48355,22.01223
Cysteine-rich protein 2,CRIP2,19.87562,18.95133,18.26923,24.25458,25.33091,24.50458,24.77646,24.65606,26.22343
60S ribosomal protein L18,RPL18,26.92196,26.78332,26.79971,25.08396,25.40448,25.6621,25.651,26.18614,25.46426
"Tyrosine--tRNA ligase;Tyrosine--tRNA ligase, mitochondrial",YARS2,19.88381,20.81768,20.79146,20.47773,19.61582,18.91803,21.06465,21.03752,19.80264
Fermitin family homolog 2,FERMT2,23.20265,23.56197,23.70208,22.87277,21.70033,23.07272,21.7099,21.63808,22.31141
Serine/threonine-protein kinase VRK1,VRK1,21.01706,21.51229,21.69655,21.62203,20.99735,22.33241,20.54877,22.34332,20.58866
Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform;Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PPP2R5C;PPP2R5D,22.18973,22.21137,23.38113,22.61041,22.5378,22.4289,21.76753,22.20589,20.51499
60S ribosomal protein L28,RPL28,26.03718,25.79571,25.14597,25.18219,23.90985,25.06911,24.51941,25.09475,24.9242
RNA polymerase-associated protein RTF1 homolog,RTF1,20.83427,18.21488,19.38429,20.54193,21.22323,19.22219,18.5492,18.54514,18.07363
SAFB-like transcription modulator,SLTM,20.21074,20.57976,18.94119,21.35714,23.63389,20.63795,19.33176,20.30218,19.92316
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",IDH3A,22.08965,20.92868,20.45954,21.36789,21.13189,21.38632,22.8348,21.33702,22.07953
Fumarylacetoacetase,FAH,18.24816,19.02462,20.06408,18.64519,18.44645,18.10996,20.04954,19.32052,18.0858
Regulator of microtubule dynamics protein 3,RMDN3,21.30106,21.33898,21.05821,22.26788,22.88762,22.32885,20.22576,20.63635,19.42163
Ankyrin repeat domain-containing protein 17;Ankyrin repeat and KH domain-containing protein 1,ANKRD17;ANKHD1,21.45443,18.81819,18.74468,19.9889,20.19256,18.0776,19.15783,20.03172,20.81023
Low-density lipoprotein receptor,LDLR,19.0527,20.16091,18.59113,18.76589,19.83801,20.98043,19.07427,19.14818,18.09205
Ras-related protein Rab-8B,RAB8B,19.79065,19.76732,20.93625,22.52535,19.13456,22.47169,21.59177,22.26264,18.7584
Signal peptidase complex catalytic subunit SEC11;Signal peptidase complex catalytic subunit SEC11A;Signal peptidase I,SEC11A,21.57302,18.84464,20.82974,19.53165,20.04247,20.53251,17.74683,19.06539,19.67221
"Deoxyuridine 5-triphosphate nucleotidohydrolase, mitochondrial",DUT,25.72998,25.71898,25.2671,24.63987,25.26846,24.14079,22.07264,22.2735,22.80929
Aflatoxin B1 aldehyde reductase member 2,AKR7A2,21.55693,21.78025,22.14703,21.79325,17.32681,22.05861,19.44471,22.38656,22.02069
Probable ATP-dependent RNA helicase DDX17,DDX17,27.65363,27.76433,27.82013,27.68418,27.55567,27.57917,27.55793,28.09562,27.72293
Nucleolar protein 3,NOL3,17.97986,17.73509,19.45429,18.95833,20.10893,18.96076,18.80243,17.48463,19.38852
cAMP-regulated phosphoprotein 19;Alpha-endosulfine,ARPP19;ENSA,22.31912,22.2509,22.21428,22.08284,23.15301,21.59227,21.57746,20.92158,22.27759
RNA-binding protein with serine-rich domain 1,RNPS1,22.80495,23.05606,22.60361,23.61268,23.76253,22.42788,22.54047,22.56709,23.31962
IST1 homolog,IST1,23.39153,22.93715,22.21502,22.74006,22.3734,22.51051,22.51934,22.39113,22.76059
Uncharacterized protein KIAA0513,KIAA0513,18.87388,18.75819,17.96059,18.97164,21.45019,18.08959,20.42234,20.60078,20.18107
Protein FAM192A,FAM192A;NIP30,19.4373,17.38465,20.01808,19.04366,21.9025,19.21178,20.71711,17.75012,21.27099
Na(+)/H(+) exchange regulatory cofactor NHE-RF2,SLC9A3R2,16.77172,19.14148,18.13592,19.17625,18.28785,18.76585,17.07755,19.43243,17.91305
E3 ubiquitin-protein ligase ARIH1,ARIH1,18.78798,20.45807,20.34662,18.93249,18.18372,18.41355,20.67047,20.70227,18.28239
G-protein coupled receptor 56;GPR56 N-terminal fragment;GPR56 C-terminal fragment,ADGRG1;GPR56,17.42324,20.27503,18.90098,19.34958,18.18362,19.28222,23.78935,20.69317,20.55736
Beta-hexosaminidase;Beta-hexosaminidase subunit alpha,HEXA,20.64015,20.51181,20.95027,20.57339,19.6567,20.70421,19.55336,19.54009,20.57911
Paired amphipathic helix protein Sin3a,SIN3A,20.6611,22.17612,20.2674,20.64262,22.21098,20.05933,20.94312,20.91711,19.73304
Cirhin,CIRH1A,20.09171,20.89792,20.94092,19.57808,17.86141,20.66006,21.21028,21.18182,18.38907
"Microtubule-actin cross-linking factor 1, isoforms 1/2/3/5",MACF1,23.46026,23.87267,22.82067,24.2548,25.0135,25.05192,24.0476,23.67551,25.03238
"Hydroxyacylglutathione hydrolase, mitochondrial",HAGH,19.16882,19.25391,19.82442,21.23906,23.20165,21.59405,23.30048,23.22895,24.29887
Ubiquitin domain-containing protein UBFD1,UBFD1,20.47697,22.21279,20.85156,18.92816,19.27052,17.77899,21.28088,20.96021,19.9482
"4-aminobutyrate aminotransferase, mitochondrial",ABAT,18.96344,20.69193,19.78942,25.48873,23.9936,26.31206,26.79427,26.26014,24.94949
Sal-like protein 1,SALL1,23.58944,23.70504,21.96705,21.7578,22.80631,22.11518,20.06964,20.25937,18.43795
Syntaxin-1B,STX1B,19.28053,20.96837,19.24801,18.89659,20.65603,17.95543,23.84125,23.03845,23.05626
Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 4 catalytic subunit,PPP4C,22.31761,23.08359,22.82396,22.53531,17.14189,23.18179,21.32926,22.56384,22.55293
Neuroplastin,NPTN;DKFZp566H1924,20.82586,21.44612,20.98482,18.38871,20.10391,19.64451,22.58651,20.05164,20.73455
Syntaxin-16,STX16;STX16-NPEPL1,20.33353,19.73996,18.24037,20.42573,18.46955,20.73892,21.20311,19.9583,19.35719
"39S ribosomal protein L21, mitochondrial",MRPL21,20.27957,20.41782,19.82031,19.17833,18.89639,20.24039,18.87617,20.6034,19.93416
Grancalcin,GCA,20.70933,21.00436,21.33843,19.15621,18.76104,20.18026,19.36158,18.86911,18.35139
NF-kappa-B inhibitor-interacting Ras-like protein 2,NKIRAS2,20.984,19.78812,20.18778,18.94567,17.60657,18.72538,18.88025,20.26808,20.65831
Mitochondrial Rho GTPase;Mitochondrial Rho GTPase 1,RHOT1,18.39762,18.55321,20.04913,18.87292,17.91892,20.05709,22.33778,21.13151,19.48944
WD repeat-containing protein 44,WDR44,20.14183,19.05547,20.65744,17.9146,18.43882,19.07463,21.1142,21.00031,20.06237
,TPM1,19.81131,21.78469,21.81542,21.02709,19.30902,20.4491,18.43287,21.16294,22.31005
Ankyrin repeat and SOCS box protein 3,GPR75-ASB3;ASB3,18.31429,18.55742,20.27014,20.46972,20.34339,18.32567,17.32388,19.35007,19.36872
,PDIA3,26.10015,26.04179,25.75422,26.07196,26.85198,25.76271,25.50736,24.83253,25.86788
Zinc finger protein ZPR1,ZPR1,21.88688,21.1187,21.38696,20.53355,21.34435,20.42788,21.26579,18.87314,20.97288
Phosducin-like protein 3,PDCL3,20.1801,20.22659,19.63632,20.1784,19.90314,20.67573,20.24702,18.42988,19.90551
Transmembrane prolyl 4-hydroxylase,P4HTM,18.58431,18.70698,19.53159,20.14569,19.59186,20.7478,20.27492,20.77595,21.43959
Apolipoprotein O,APOO,19.08336,20.66266,20.97323,20.91437,20.03197,20.82415,23.28249,20.69013,20.39822
CCR4-NOT transcription complex subunit 10,CNOT10,18.5885,18.09451,20.06932,19.08743,20.20177,20.0899,19.46435,17.33105,19.3391
Probable rRNA-processing protein EBP2,EBNA1BP2,21.45473,22.10172,21.53417,19.21002,20.75934,18.06055,19.2107,21.5602,20.61504
"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase",ADI1,21.06874,21.49135,18.2307,17.14515,20.39937,20.02039,19.46911,19.20057,18.64804
"DnaJ homolog subfamily C member 2;DnaJ homolog subfamily C member 2, N-terminally processed",DNAJC2,21.35391,20.39299,20.55056,19.57853,18.84915,20.10328,19.76638,19.75115,19.05661
Nuclear pore complex protein Nup98-Nup96;Nuclear pore complex protein Nup98;Nuclear pore complex protein Nup96,NUP98,18.62439,18.91325,20.41936,18.65517,18.82296,20.25834,19.54531,19.81499,18.88029
Oxysterol-binding protein;Oxysterol-binding protein-related protein 10;Oxysterol-binding protein-related protein 11,OSBPL10;OSBPL11,18.12856,16.94701,18.48144,18.3525,19.23108,19.2932,18.89353,18.88631,19.19199
Mitochondrial chaperone BCS1,BCS1L,16.98841,18.89935,18.51081,19.64728,20.0826,19.36002,19.3548,19.34335,19.73258
Signal recognition particle receptor subunit beta,SRPRB,18.92824,19.47433,19.58079,18.52311,17.42406,21.57029,18.87453,21.02249,18.05219
SRSF protein kinase 2;SRSF protein kinase 2 N-terminal;SRSF protein kinase 2 C-terminal,SRPK2,19.93991,18.57117,20.08148,19.18462,19.45503,20.60946,20.66908,20.98343,18.01903
Selenoprotein N,SEPN1,19.49953,19.04846,19.77233,17.44676,18.36867,21.59901,18.06004,18.86749,18.03131
PERQ amino acid-rich with GYF domain-containing protein 2,GIGYF2,22.03466,22.12022,22.43349,21.60332,21.71364,21.22099,21.35574,21.17846,21.77411
ATP-dependent RNA helicase DDX19A;ATP-dependent RNA helicase DDX19B,DDX19A;DDX19B,23.76223,23.80499,22.82873,23.65676,23.77485,24.15869,23.66611,24.32636,21.96543
Vesicle-fusing ATPase,NSF,20.83884,23.5552,22.11832,23.62656,24.02943,23.68378,26.48669,25.87366,25.28224
Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS,18.60216,18.55151,17.90818,20.12132,20.06699,19.90118,21.12319,20.51538,20.91174
Mitochondrial 2-oxoglutarate/malate carrier protein,SLC25A11,22.96971,21.89453,22.89004,23.35891,22.64126,23.91488,25.82563,25.07843,23.4924
Ethanolamine-phosphate cytidylyltransferase,PCYT2,19.07639,17.70873,19.99524,20.2175,20.86816,18.30316,20.83453,20.62257,20.39247
"Complement component 1 Q subcomponent-binding protein, mitochondrial",C1QBP,25.85193,25.92402,25.7965,25.10362,25.48873,24.66622,25.20184,24.74453,25.77477
Charged multivesicular body protein 6,CHMP6,18.58263,20.01591,20.31728,20.69439,20.25281,19.78513,20.55675,20.44668,20.82446
Homeobox protein Hox-B8,HOXB8,17.74525,17.18426,17.87549,21.41073,18.43637,18.37122,17.55317,18.06046,20.58829
"rRNA methyltransferase 3, mitochondrial",RNMTL1,18.99571,19.95971,20.61486,18.27054,19.4191,18.33272,19.38307,17.55824,19.18133
Nuclear pore complex protein Nup88,NUP88,21.0448,21.07313,21.28861,18.27044,21.21336,20.82703,19.185,20.66692,19.88661
Zinc finger protein ubi-d4,DPF2,22.06569,21.88122,21.82446,22.14461,22.42432,19.60229,19.88123,19.37136,18.72434
Proteasome-associated protein ECM29 homolog,KIAA0368;ECM29,23.9686,22.29522,24.87169,20.16276,19.33128,22.36621,21.27059,21.19189,20.12275
REST corepressor 1,RCOR1,20.05099,20.90676,20.06783,21.0355,22.2872,21.13821,18.19059,19.1751,18.3633
Torsin-1A-interacting protein 1,TOR1AIP1,20.10929,21.15512,18.85805,20.86899,19.02518,21.68885,21.62587,20.89416,20.72476
Serine/arginine-rich splicing factor 2,SRSF2,26.09452,25.97937,25.07063,25.98229,26.93089,25.82958,25.69957,25.77445,26.57788
Luc7-like protein 3,LUC7L3,23.08656,23.19547,22.18195,22.34118,22.63019,22.86325,22.45189,22.04126,22.13361
D-dopachrome decarboxylase;D-dopachrome decarboxylase-like protein,DDT;DDTL,23.71869,24.08067,24.82464,19.68657,23.10813,22.95893,22.93164,22.42388,23.29292
Obg-like ATPase 1,OLA1,25.28831,25.36973,25.6852,25.52591,25.45243,25.49198,25.21033,25.48922,25.79112
"Peptidyl-tRNA hydrolase 2, mitochondrial",PTRH2,21.12843,20.9674,21.23011,20.60168,20.2194,20.45623,20.86098,20.54151,19.25352
Reelin,RELN,17.22414,19.07771,19.04841,17.96069,19.05799,17.72624,20.35229,20.40883,17.71301
Synaptotagmin-1,SYT1,19.10545,18.87276,19.06157,19.31532,20.30377,19.82663,24.21468,22.80931,23.41467
60S ribosomal protein L36a,RPL36A;RPL36A-HNRNPH2,25.6863,25.6355,24.62895,24.56506,24.43955,24.79932,23.92805,23.7239,24.45205
Tubulin-specific chaperone D,TBCD,21.17353,21.37878,20.91831,20.64727,19.74374,21.82939,21.37809,21.82536,17.89383
Serine/threonine-protein kinase SMG1,SMG1,22.76258,22.7292,23.20096,23.68378,23.14492,22.88213,23.61549,23.87839,23.83673
Chromobox protein homolog 1,CBX1,24.24256,23.4821,23.63799,24.54032,26.16117,24.69594,24.11466,23.5552,25.35558
L-xylulose reductase,DCXR,21.73537,20.64421,22.73308,23.15032,23.63898,23.27099,24.1361,24.03036,23.35797
"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,23.60264,23.75175,22.81825,25.6557,26.28288,23.17747,26.63948,25.94613,27.03433
Probable ATP-dependent RNA helicase DDX5,DDX5,27.27142,27.24726,27.35582,27.1334,27.33594,27.0358,26.1946,26.93663,26.65294
Ribosomal protein L19;60S ribosomal protein L19,RPL19,26.15261,26.16739,25.96349,25.13258,25.31748,24.72837,24.00573,24.17104,24.95797
Serine/arginine-rich splicing factor 1,SRSF1,27.12849,27.13526,26.94615,27.24771,27.62115,26.614,26.92128,27.50461,27.78113
"Pyrroline-5-carboxylate reductase;Pyrroline-5-carboxylate reductase 1, mitochondrial",PYCR1,21.76915,20.95759,20.90389,19.87941,18.91795,17.69334,21.03872,20.74755,21.08375
Nucleolar protein 11,NOL11,19.72406,19.80024,20.324,17.26899,16.22286,19.83405,18.2025,19.49142,20.17382
"28S ribosomal protein S23, mitochondrial",MRPS23,19.78719,19.10656,19.13281,20.1165,18.92775,20.4502,19.50867,19.86495,18.68287
"28S ribosomal protein S7, mitochondrial",MRPS7,21.54312,21.6943,20.07235,20.86793,19.88618,20.63157,21.48621,21.36645,20.997
60S ribosome subunit biogenesis protein NIP7 homolog,NIP7,21.74891,21.62355,22.26505,18.54531,21.03018,21.54797,20.86645,18.18982,19.04078
Transmembrane and coiled-coil domain-containing protein 1,TMCO1,18.90181,19.59317,20.8833,18.95566,19.37645,21.62507,22.82741,22.25511,21.09417
Fatty aldehyde dehydrogenase,ALDH3A2,21.34879,21.83183,23.819,21.77161,18.2525,19.89968,23.02852,21.96282,21.98068
